timestamp,sensor_id,alignment_status,relay_status,led_status,thermal_fuse_blown,alerts,measured_force,operational_mode
2025-06-20T11:59:34.879421,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.37,1
2025-06-20T11:59:35.880404,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.03,1
2025-06-20T11:59:36.881048,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.94,1
2025-06-20T11:59:37.881688,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.23,1
2025-06-20T11:59:38.882500,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.67,1
2025-06-20T11:59:39.883314,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.96,1
2025-06-20T11:59:40.884045,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.4,1
2025-06-20T11:59:41.884433,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.06,1
2025-06-20T11:59:42.884648,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.58,1
2025-06-20T11:59:43.885743,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.93,1
2025-06-20T11:59:44.886210,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.24,1
2025-06-20T11:59:45.886774,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.01,1
2025-06-20T11:59:46.897712,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.05,1
2025-06-20T11:59:47.898404,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.84,1
2025-06-20T11:59:48.899075,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.8,1
2025-06-20T11:59:49.900061,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.22,1
2025-06-20T11:59:50.900868,TS2V4AI-PULLEY-001,1,0,0,0,MISALIGNMENT,9.78,1
2025-06-20T11:59:51.902011,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,4.0,1
2025-06-20T11:59:52.902973,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.55,1
2025-06-20T11:59:53.903148,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.41,1
2025-06-20T11:59:54.903785,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.37,1
2025-06-20T11:59:55.904418,TS2V4AI-PULLEY-001,1,0,0,0,MISALIGNMENT,11.86,1
2025-06-20T11:59:56.905072,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.03,1
2025-06-20T11:59:57.905350,TS2V4AI-PULLEY-001,1,0,0,0,MISALIGNMENT,9.71,1
2025-06-20T11:59:58.906156,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.32,1
2025-06-20T11:59:59.907276,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.37,1
2025-06-20T12:00:00.908454,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.96,1
2025-06-20T12:00:01.909079,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.66,1
2025-06-20T12:00:02.909524,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.04,1
2025-06-20T12:00:03.910266,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.31,1
2025-06-20T12:00:04.910867,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.66,1
2025-06-20T12:00:05.911478,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.54,1
2025-06-20T12:00:06.912129,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.75,1
2025-06-20T12:00:07.912515,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.68,1
2025-06-20T12:00:08.912615,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.51,1
2025-06-20T12:00:09.913691,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.83,1
2025-06-20T12:00:10.914311,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.85,1
2025-06-20T12:00:11.915192,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.59,1
2025-06-20T12:00:12.916052,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.68,1
2025-06-20T12:00:13.917039,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.39,1
2025-06-20T12:00:14.917878,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.65,1
2025-06-20T12:00:15.918563,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.19,1
2025-06-20T12:00:16.919287,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.86,1
2025-06-20T12:00:17.919800,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.06,1
2025-06-20T12:00:18.920396,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.86,1
2025-06-20T12:00:19.920942,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.41,1
2025-06-20T12:00:20.921689,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.1,1
2025-06-20T12:00:21.922258,TS2V4AI-PULLEY-001,1,0,0,0,MISALIGNMENT,10.66,1
2025-06-20T12:00:22.922502,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.61,1
2025-06-20T12:00:23.922946,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.71,1
2025-06-20T12:00:24.923443,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.65,1
2025-06-20T12:00:25.923957,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.38,1
2025-06-20T12:00:26.924574,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.16,1
2025-06-20T12:00:27.924903,TS2V4AI-PULLEY-001,1,0,0,0,MISALIGNMENT,8.59,1
2025-06-20T12:00:28.925343,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.56,1
2025-06-20T12:00:29.925922,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.04,1
2025-06-20T12:00:30.926681,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.55,1
2025-06-20T12:00:31.927378,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.97,1
2025-06-20T12:00:32.928309,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.31,1
2025-06-20T12:00:33.929100,TS2V4AI-PULLEY-001,1,0,0,0,MISALIGNMENT,11.65,1
2025-06-20T12:00:34.929932,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.17,1
2025-06-20T12:00:35.930660,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.65,1
2025-06-20T12:00:36.931222,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.62,1
2025-06-20T12:00:37.931870,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.37,1
2025-06-20T12:00:38.932509,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.29,1
2025-06-20T12:00:39.933051,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.19,1
2025-06-20T12:00:40.933435,TS2V4AI-PULLEY-001,1,0,0,0,MISALIGNMENT,12.98,1
2025-06-20T12:00:41.933910,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.33,1
2025-06-20T12:00:42.934422,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.43,1
2025-06-20T12:00:43.935298,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.6,1
2025-06-20T12:00:44.935851,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.47,1
2025-06-20T12:00:45.936524,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.26,1
2025-06-20T12:00:46.937204,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.51,1
2025-06-20T12:00:47.938014,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.47,1
2025-06-20T12:00:48.938890,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.48,1
2025-06-20T12:00:49.939586,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.13,1
2025-06-20T12:00:50.940424,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.78,1
2025-06-20T12:00:51.941039,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.22,1
2025-06-20T12:00:52.941572,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.8,1
2025-06-20T12:00:53.941936,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.14,1
2025-06-20T12:00:54.942674,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.88,1
2025-06-20T12:00:55.943102,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.62,1
2025-06-20T12:00:56.943911,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.81,1
2025-06-20T12:00:57.944654,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.96,1
2025-06-20T12:00:58.945726,TS2V4AI-PULLEY-001,1,0,0,0,MISALIGNMENT,14.97,1
2025-06-20T12:00:59.946256,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.03,1
2025-06-20T12:01:00.947019,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.03,1
2025-06-20T12:01:01.947881,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.57,1
2025-06-20T12:01:02.948760,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.81,1
2025-06-20T12:01:03.949352,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.68,1
2025-06-20T12:01:04.950105,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.54,1
2025-06-20T12:01:05.950732,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.52,1
2025-06-20T12:01:06.950897,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.27,1
2025-06-20T12:01:07.951451,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.04,1
2025-06-20T12:01:08.952441,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.05,1
2025-06-20T12:01:09.953010,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.67,1
2025-06-20T12:01:10.953890,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.72,1
2025-06-20T12:01:11.954392,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.87,1
2025-06-20T12:01:12.955334,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.82,1
2025-06-20T12:01:13.956097,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.44,1
2025-06-20T12:01:14.956891,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.39,1
2025-06-20T12:01:15.957443,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.09,1
2025-06-20T12:01:16.958229,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.17,1
2025-06-20T12:01:17.959528,TS2V4AI-PULLEY-001,1,0,0,0,MISALIGNMENT,10.19,1
2025-06-20T12:01:18.960381,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.37,1
2025-06-20T12:01:19.961010,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.86,1
2025-06-20T12:01:20.961371,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.38,1
2025-06-20T12:01:21.961927,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.38,1
2025-06-20T12:01:22.962260,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.94,1
2025-06-20T12:01:23.963213,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.45,1
2025-06-20T12:01:24.964047,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.97,1
2025-06-20T12:01:25.964851,TS2V4AI-PULLEY-001,1,0,0,0,MISALIGNMENT,14.38,1
2025-06-20T12:01:26.965550,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.04,1
2025-06-20T12:01:27.966197,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.44,1
2025-06-20T12:01:28.966894,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.4,1
2025-06-20T12:01:29.967542,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.37,1
2025-06-20T12:01:30.968295,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.24,1
2025-06-20T12:01:31.968763,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.23,1
2025-06-20T12:01:32.969968,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.58,1
2025-06-20T12:01:33.970628,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.44,1
2025-06-20T12:01:34.971119,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.23,1
2025-06-20T12:01:35.971569,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.12,1
2025-06-20T12:01:36.971875,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.6,1
2025-06-20T12:01:37.972415,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.57,1
2025-06-20T12:01:38.972833,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.22,1
2025-06-20T12:01:39.973481,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.02,1
2025-06-20T12:01:40.973832,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.44,1
2025-06-20T12:01:41.974361,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.71,1
2025-06-20T12:01:42.974728,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.88,1
2025-06-20T12:01:43.975598,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.5,1
2025-06-20T12:01:44.976266,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.83,1
2025-06-20T12:01:45.977030,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.6,1
2025-06-20T12:01:46.977560,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.67,1
2025-06-20T12:01:47.977967,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.48,1
2025-06-20T12:01:48.978837,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.23,1
2025-06-20T12:01:49.979244,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.43,1
2025-06-20T12:01:50.979375,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.18,1
2025-06-20T12:01:51.980193,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.64,1
2025-06-20T12:01:52.980536,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.27,1
2025-06-20T12:01:53.981219,TS2V4AI-PULLEY-001,1,0,0,0,MISALIGNMENT,12.97,1
2025-06-20T12:01:54.981627,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.24,1
2025-06-20T12:01:55.982182,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.83,1
2025-06-20T12:01:56.982917,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.87,1
2025-06-20T12:01:57.983776,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.44,1
2025-06-20T12:01:58.984531,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.79,1
2025-06-20T12:01:59.985255,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.65,1
2025-06-20T12:02:00.985535,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.42,1
2025-06-20T12:02:01.985834,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.39,1
2025-06-20T12:02:02.986519,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.19,1
2025-06-20T12:02:03.987140,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.93,1
2025-06-20T12:02:04.987961,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.67,1
2025-06-20T12:02:05.988679,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.53,1
2025-06-20T12:02:06.989008,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.33,1
2025-06-20T12:02:07.989318,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.96,1
2025-06-20T12:02:08.990091,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.6,1
2025-06-20T12:02:09.990920,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.79,1
2025-06-20T12:02:10.991735,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.91,1
2025-06-20T12:02:11.992391,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.44,1
2025-06-20T12:02:12.992870,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.9,1
2025-06-20T12:02:13.993318,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.58,1
2025-06-20T12:02:14.993808,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.52,1
2025-06-20T12:02:15.994337,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.41,1
2025-06-20T12:02:16.994845,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.09,1
2025-06-20T12:02:17.995576,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.1,1
2025-06-20T12:02:18.996245,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.18,1
2025-06-20T12:02:19.996702,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.98,1
2025-06-20T12:02:20.997145,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.08,1
2025-06-20T12:02:21.997586,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.28,1
2025-06-20T12:02:22.997941,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.46,1
2025-06-20T12:02:23.998658,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.61,1
2025-06-20T12:02:24.999045,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.68,1
2025-06-20T12:02:25.999709,TS2V4AI-PULLEY-001,1,0,0,0,MISALIGNMENT,12.13,1
2025-06-20T12:02:27.000452,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.08,1
2025-06-20T12:02:28.001436,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.18,1
2025-06-20T12:02:29.002235,TS2V4AI-PULLEY-001,1,0,0,0,MISALIGNMENT,12.8,1
2025-06-20T12:02:30.002698,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.76,1
2025-06-20T12:02:31.003251,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.59,1
2025-06-20T12:02:32.003636,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.66,1
2025-06-20T12:02:33.004261,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.6,1
2025-06-20T12:02:34.004759,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.81,1
2025-06-20T12:02:35.005614,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.79,1
2025-06-20T12:02:36.006222,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.81,1
2025-06-20T12:02:37.006947,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.94,1
2025-06-20T12:02:38.007467,TS2V4AI-PULLEY-001,1,0,0,0,MISALIGNMENT,9.45,1
2025-06-20T12:02:39.008021,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.66,1
2025-06-20T12:02:40.008923,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.54,1
2025-06-20T12:02:41.009739,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.37,1
2025-06-20T12:02:42.010287,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.65,1
2025-06-20T12:02:43.010884,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.93,1
2025-06-20T12:02:44.011471,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.54,1
2025-06-20T12:02:45.012169,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.05,1
2025-06-20T12:02:46.012890,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.35,1
2025-06-20T12:02:47.013699,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.83,1
2025-06-20T12:02:48.014216,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.79,1
2025-06-20T12:02:49.014761,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.72,1
2025-06-20T12:02:50.015324,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.08,1
2025-06-20T12:02:51.015778,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.3,1
2025-06-20T12:02:52.019989,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.58,1
2025-06-20T12:02:53.023220,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.07,1
2025-06-20T12:02:54.024142,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.57,1
2025-06-20T12:02:55.024601,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.45,1
2025-06-20T12:02:56.024815,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.12,1
2025-06-20T12:02:57.025666,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.93,1
2025-06-20T12:02:58.026282,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.56,1
2025-06-20T12:02:59.027125,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.57,1
2025-06-20T12:03:00.027563,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.17,1
2025-06-20T12:03:01.028025,TS2V4AI-PULLEY-001,1,0,0,0,MISALIGNMENT,12.16,1
2025-06-20T12:03:02.028713,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.37,1
2025-06-20T12:03:03.029556,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.4,1
2025-06-20T12:03:04.030229,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.22,1
2025-06-20T12:03:05.030836,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.35,1
2025-06-20T12:03:06.031375,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,2.4,1
2025-06-20T12:03:07.032089,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.38,1
2025-06-20T12:03:08.035110,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.62,1
2025-06-20T12:03:09.035989,TS2V4AI-PULLEY-001,1,0,0,0,MISALIGNMENT,10.8,1
2025-06-20T12:03:10.036306,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,3.6,1
2025-06-20T12:03:11.037251,TS2V4AI-PULLEY-001,0,1,1,0,NORMAL,1.46,1
