timestamp,sensor_id,applied_load_kN,mv_per_v,excitation_V,temperature_C,impact_event,alerts
2025-06-20T11:59:22.778935,SGLC7050-IMPACTBED-001,1600.0,1.2,10.0,25.03,0,NORMAL
2025-06-20T11:59:23.779674,SGLC7050-IMPACTBED-001,1600.0,1.2,10.0,25.03,0,NORMAL
2025-06-20T11:59:24.779882,SGLC7050-IMPACTBED-001,1600.0,1.2,10.0,25.03,0,NORMAL
2025-06-20T11:59:25.780421,SGLC7050-IMPACTBED-001,1600.0,1.2,10.0,25.03,0,NORMAL
2025-06-20T11:59:26.780885,SGLC7050-IMPACTBED-001,1600.0,1.2,10.0,25.03,0,NORMAL
2025-06-20T11:59:27.781198,SGLC7050-IMPACTBED-001,1600.0,1.2,10.0,25.03,0,NORMAL
2025-06-20T11:59:28.781937,SGLC7050-IMPACTBED-001,1600.0,1.2,10.0,25.03,0,NORMAL
2025-06-20T11:59:29.783018,SGLC7050-IMPACTBED-001,1600.0,1.2,10.0,25.03,0,NORMAL
2025-06-20T11:59:30.783969,SGLC7050-IMPACTBED-001,1600.0,1.2,10.0,25.03,0,NORMAL
2025-06-20T11:59:31.784762,SGLC7050-IMPACTBED-001,1600.0,1.2,10.0,25.03,0,NORMAL
2025-06-20T11:59:32.785308,SGLC7050-IMPACTBED-001,1600.0,1.2,10.0,25.03,0,NORMAL
2025-06-20T11:59:33.785786,SGLC7050-IMPACTBED-001,1600.0,1.2,10.0,25.03,0,NORMAL
2025-06-20T11:59:34.786335,SGLC7050-IMPACTBED-001,1600.0,1.2,10.0,25.03,0,NORMAL
2025-06-20T11:59:35.786938,SGLC7050-IMPACTBED-001,1600.0,1.2,10.0,25.04,0,NORMAL
2025-06-20T11:59:36.787756,SGLC7050-IMPACTBED-001,1600.0,1.2,10.0,25.04,0,NORMAL
2025-06-20T11:59:37.788355,SGLC7050-IMPACTBED-001,1600.0,1.2,10.0,25.04,0,NORMAL
2025-06-20T11:59:38.788719,SGLC7050-IMPACTBED-001,1600.0,1.2,10.0,25.04,0,NORMAL
2025-06-20T11:59:39.789518,SGLC7050-IMPACTBED-001,1600.0,1.2,10.0,25.04,0,NORMAL
2025-06-20T11:59:40.790290,SGLC7050-IMPACTBED-001,1600.0,1.2,10.0,25.04,0,NORMAL
2025-06-20T11:59:41.790640,SGLC7050-IMPACTBED-001,1600.0,1.2,10.0,25.04,0,NORMAL
2025-06-20T11:59:42.791011,SGLC7050-IMPACTBED-001,1600.0,1.2,10.0,25.04,0,NORMAL
2025-06-20T11:59:43.791630,SGLC7050-IMPACTBED-001,1600.0,1.2,10.0,25.04,0,NORMAL
2025-06-20T11:59:44.791996,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.04,0,NORMAL
2025-06-20T11:59:45.792532,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.04,0,NORMAL
2025-06-20T11:59:46.792710,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.04,0,NORMAL
2025-06-20T11:59:47.793287,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.04,0,NORMAL
2025-06-20T11:59:48.793706,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.05,0,NORMAL
2025-06-20T11:59:49.794393,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.05,0,NORMAL
2025-06-20T11:59:50.795480,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.05,0,NORMAL
2025-06-20T11:59:51.796292,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.05,0,NORMAL
2025-06-20T11:59:52.797010,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.05,0,NORMAL
2025-06-20T11:59:53.798460,SGLC7050-IMPACTBED-001,2000.0,1.50001,10.0,25.05,1,IMPACT
2025-06-20T11:59:54.799128,SGLC7050-IMPACTBED-001,2000.0,1.50001,10.0,25.05,1,IMPACT
2025-06-20T11:59:55.799426,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.05,0,NORMAL
2025-06-20T11:59:56.800100,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.05,0,NORMAL
2025-06-20T11:59:57.800827,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.05,0,NORMAL
2025-06-20T11:59:58.802145,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.05,0,NORMAL
2025-06-20T11:59:59.802729,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.05,0,NORMAL
2025-06-20T12:00:00.802979,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.05,0,NORMAL
2025-06-20T12:00:01.803975,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.05,0,NORMAL
2025-06-20T12:00:02.804794,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.06,0,NORMAL
2025-06-20T12:00:03.805285,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.06,0,NORMAL
2025-06-20T12:00:04.806016,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.06,0,NORMAL
2025-06-20T12:00:05.806878,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.06,0,NORMAL
2025-06-20T12:00:06.807487,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.06,0,NORMAL
2025-06-20T12:00:07.808342,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.06,0,NORMAL
2025-06-20T12:00:08.808758,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.06,0,NORMAL
2025-06-20T12:00:09.809502,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.06,0,NORMAL
2025-06-20T12:00:10.810002,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.06,0,NORMAL
2025-06-20T12:00:11.810230,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.06,0,NORMAL
2025-06-20T12:00:12.810618,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.06,0,NORMAL
2025-06-20T12:00:13.811353,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.06,0,NORMAL
2025-06-20T12:00:14.812164,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.06,0,NORMAL
2025-06-20T12:00:15.812721,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.06,0,NORMAL
2025-06-20T12:00:16.813167,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.07,0,NORMAL
2025-06-20T12:00:17.813993,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.07,0,NORMAL
2025-06-20T12:00:18.815083,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.07,0,NORMAL
2025-06-20T12:00:19.815305,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.07,0,NORMAL
2025-06-20T12:00:20.816152,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.07,0,NORMAL
2025-06-20T12:00:21.816517,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.07,0,NORMAL
2025-06-20T12:00:22.816953,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.07,0,NORMAL
2025-06-20T12:00:23.817575,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.07,0,NORMAL
2025-06-20T12:00:24.818459,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.07,0,NORMAL
2025-06-20T12:00:25.819285,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.07,0,NORMAL
2025-06-20T12:00:26.819735,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.07,0,NORMAL
2025-06-20T12:00:27.820028,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.07,0,NORMAL
2025-06-20T12:00:28.820655,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.07,0,NORMAL
2025-06-20T12:00:29.821219,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.07,0,NORMAL
2025-06-20T12:00:30.821715,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.08,0,NORMAL
2025-06-20T12:00:31.822059,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.08,0,NORMAL
2025-06-20T12:00:32.822862,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.08,0,NORMAL
2025-06-20T12:00:33.823659,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.08,0,NORMAL
2025-06-20T12:00:34.824656,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.08,0,NORMAL
2025-06-20T12:00:35.825438,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.08,0,NORMAL
2025-06-20T12:00:36.829744,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.08,0,NORMAL
2025-06-20T12:00:37.830250,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.08,0,NORMAL
2025-06-20T12:00:38.830685,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.08,0,NORMAL
2025-06-20T12:00:39.831551,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.08,0,NORMAL
2025-06-20T12:00:40.832222,SGLC7050-IMPACTBED-001,2000.0,1.50001,10.0,25.08,1,IMPACT
2025-06-20T12:00:41.832781,SGLC7050-IMPACTBED-001,2000.0,1.50001,10.0,25.08,1,IMPACT
2025-06-20T12:00:42.833612,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.08,0,NORMAL
2025-06-20T12:00:43.834583,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.09,0,NORMAL
2025-06-20T12:00:44.835408,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.09,0,NORMAL
2025-06-20T12:00:45.836592,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.09,0,NORMAL
2025-06-20T12:00:46.837501,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.09,0,NORMAL
2025-06-20T12:00:47.837793,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.09,0,NORMAL
2025-06-20T12:00:48.838860,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.09,0,NORMAL
2025-06-20T12:00:49.839252,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.09,0,NORMAL
2025-06-20T12:00:50.840112,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.09,0,NORMAL
2025-06-20T12:00:51.840936,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.09,0,NORMAL
2025-06-20T12:00:52.841537,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.09,0,NORMAL
2025-06-20T12:00:53.842371,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.09,0,NORMAL
2025-06-20T12:00:54.843406,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.09,0,NORMAL
2025-06-20T12:00:55.844056,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.09,0,NORMAL
2025-06-20T12:00:56.844760,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.09,0,NORMAL
2025-06-20T12:00:57.846019,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.1,0,NORMAL
2025-06-20T12:00:58.846653,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.1,0,NORMAL
2025-06-20T12:00:59.847412,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.1,0,NORMAL
2025-06-20T12:01:00.847982,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.1,0,NORMAL
2025-06-20T12:01:01.848816,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.1,0,NORMAL
2025-06-20T12:01:02.849790,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.1,0,NORMAL
2025-06-20T12:01:03.850338,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.1,0,NORMAL
2025-06-20T12:01:04.851209,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.1,0,NORMAL
2025-06-20T12:01:05.851541,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.1,0,NORMAL
2025-06-20T12:01:06.852000,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.1,0,NORMAL
2025-06-20T12:01:07.852644,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.1,0,NORMAL
2025-06-20T12:01:08.852827,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.1,0,NORMAL
2025-06-20T12:01:09.853357,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.1,0,NORMAL
2025-06-20T12:01:10.853884,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.1,0,NORMAL
2025-06-20T12:01:11.854293,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.11,0,NORMAL
2025-06-20T12:01:12.855331,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.11,0,NORMAL
2025-06-20T12:01:13.856211,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.11,0,NORMAL
2025-06-20T12:01:14.857033,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.11,0,NORMAL
2025-06-20T12:01:15.857912,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.11,0,NORMAL
2025-06-20T12:01:16.858581,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.11,0,NORMAL
2025-06-20T12:01:17.859122,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.11,0,NORMAL
2025-06-20T12:01:18.859802,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.11,0,NORMAL
2025-06-20T12:01:19.860415,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.11,0,NORMAL
2025-06-20T12:01:20.860777,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.11,0,NORMAL
2025-06-20T12:01:21.861093,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.11,0,NORMAL
2025-06-20T12:01:22.862393,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.11,0,NORMAL
2025-06-20T12:01:23.863174,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.11,0,NORMAL
2025-06-20T12:01:24.863442,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.11,0,NORMAL
2025-06-20T12:01:25.864063,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.12,0,NORMAL
2025-06-20T12:01:26.864920,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.12,0,NORMAL
2025-06-20T12:01:27.865839,SGLC7050-IMPACTBED-001,2000.0,1.50002,10.0,25.12,1,IMPACT
2025-06-20T12:01:28.866701,SGLC7050-IMPACTBED-001,2000.0,1.50002,10.0,25.12,1,IMPACT
2025-06-20T12:01:29.867424,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.12,0,NORMAL
2025-06-20T12:01:30.868280,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.12,0,NORMAL
2025-06-20T12:01:31.868921,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.12,0,NORMAL
2025-06-20T12:01:32.869664,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.12,0,NORMAL
2025-06-20T12:01:33.870191,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.12,0,NORMAL
2025-06-20T12:01:34.870578,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.12,0,NORMAL
2025-06-20T12:01:35.870827,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.12,0,NORMAL
2025-06-20T12:01:36.871492,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.12,0,NORMAL
2025-06-20T12:01:37.872259,SGLC7050-IMPACTBED-001,1600.0,1.20001,10.0,25.12,0,NORMAL
2025-06-20T12:01:38.872971,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.13,0,NORMAL
2025-06-20T12:01:39.873793,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.13,0,NORMAL
2025-06-20T12:01:40.874408,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.13,0,NORMAL
2025-06-20T12:01:41.874960,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.13,0,NORMAL
2025-06-20T12:01:42.875560,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.13,0,NORMAL
2025-06-20T12:01:43.876363,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.13,0,NORMAL
2025-06-20T12:01:44.877227,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.13,0,NORMAL
2025-06-20T12:01:45.877877,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.13,0,NORMAL
2025-06-20T12:01:46.878501,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.13,0,NORMAL
2025-06-20T12:01:47.879092,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.13,0,NORMAL
2025-06-20T12:01:48.879423,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.13,0,NORMAL
2025-06-20T12:01:49.880101,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.13,0,NORMAL
2025-06-20T12:01:50.880518,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.13,0,NORMAL
2025-06-20T12:01:51.881094,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.13,0,NORMAL
2025-06-20T12:01:52.881518,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.14,0,NORMAL
2025-06-20T12:01:53.882321,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.14,0,NORMAL
2025-06-20T12:01:54.883109,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.14,0,NORMAL
2025-06-20T12:01:55.883704,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.14,0,NORMAL
2025-06-20T12:01:56.884139,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.14,0,NORMAL
2025-06-20T12:01:57.885202,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.14,0,NORMAL
2025-06-20T12:01:58.886145,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.14,0,NORMAL
2025-06-20T12:01:59.886757,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.14,0,NORMAL
2025-06-20T12:02:00.887276,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.14,0,NORMAL
2025-06-20T12:02:01.887785,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.14,0,NORMAL
2025-06-20T12:02:02.888478,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.14,0,NORMAL
2025-06-20T12:02:03.889001,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.14,0,NORMAL
2025-06-20T12:02:04.889992,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.14,0,NORMAL
2025-06-20T12:02:05.890664,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.14,0,NORMAL
2025-06-20T12:02:06.891417,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.15,0,NORMAL
2025-06-20T12:02:07.891937,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.15,0,NORMAL
2025-06-20T12:02:08.892946,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.15,0,NORMAL
2025-06-20T12:02:09.893996,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.15,0,NORMAL
2025-06-20T12:02:10.894966,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.15,0,NORMAL
2025-06-20T12:02:11.895906,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.15,0,NORMAL
2025-06-20T12:02:12.896963,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.15,0,NORMAL
2025-06-20T12:02:13.897515,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.15,0,NORMAL
2025-06-20T12:02:14.897966,SGLC7050-IMPACTBED-001,2000.0,1.50002,10.0,25.15,1,IMPACT
2025-06-20T12:02:15.898265,SGLC7050-IMPACTBED-001,2000.0,1.50002,10.0,25.15,1,IMPACT
2025-06-20T12:02:16.898801,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.15,0,NORMAL
2025-06-20T12:02:17.899705,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.15,0,NORMAL
2025-06-20T12:02:18.900667,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.15,0,NORMAL
2025-06-20T12:02:19.901184,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.16,0,NORMAL
2025-06-20T12:02:20.901585,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.16,0,NORMAL
2025-06-20T12:02:21.905115,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.16,0,NORMAL
2025-06-20T12:02:22.913208,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.16,0,NORMAL
2025-06-20T12:02:23.913978,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.16,0,NORMAL
2025-06-20T12:02:24.915159,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.16,0,NORMAL
2025-06-20T12:02:25.915929,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.16,0,NORMAL
2025-06-20T12:02:26.916507,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.16,0,NORMAL
2025-06-20T12:02:27.917107,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.16,0,NORMAL
2025-06-20T12:02:28.917761,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.16,0,NORMAL
2025-06-20T12:02:29.919011,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.16,0,NORMAL
2025-06-20T12:02:30.919669,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.16,0,NORMAL
2025-06-20T12:02:31.920002,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.16,0,NORMAL
2025-06-20T12:02:32.920588,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.16,0,NORMAL
2025-06-20T12:02:33.921031,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.17,0,NORMAL
2025-06-20T12:02:34.921823,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.17,0,NORMAL
2025-06-20T12:02:35.922593,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.17,0,NORMAL
2025-06-20T12:02:36.939352,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.17,0,NORMAL
2025-06-20T12:02:37.940751,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.17,0,NORMAL
2025-06-20T12:02:38.941616,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.17,0,NORMAL
2025-06-20T12:02:39.942702,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.17,0,NORMAL
2025-06-20T12:02:40.943693,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.17,0,NORMAL
2025-06-20T12:02:41.944125,SGLC7050-IMPACTBED-001,1600.0,1.20002,10.0,25.17,0,NORMAL
