timestamp,sensor_id,rotation_count,rpm,temp_left,temp_right,vibration_rms,BPFI,BPFO,BSF,FTF,alerts
2025-06-27T10:37:09.270594,SI-OFBA-6309-45-40-03,0,350.0,35.5,31.8,0.347,0.0524,0.094,0.0644,0.0763,RPM_DEVIATION
2025-06-27T10:37:09.371295,SI-OFBA-6309-45-40-03,0,350.0,35.4,33.5,0.2375,0.0507,0.0266,0.0519,0.0604,RPM_DEVIATION
2025-06-27T10:37:09.471590,SI-OFBA-6309-45-40-03,0,350.0,34.5,30.0,0.4976,0.0193,0.0267,0.0893,0.0952,RPM_DEVIATION
2025-06-27T10:37:09.572319,SI-OFBA-6309-45-40-03,0,350.0,36.3,33.8,0.4344,0.0831,0.0594,0.0659,0.0651,RPM_DEVIATION
2025-06-27T10:37:09.673035,SI-OFBA-6309-45-40-03,0,350.0,39.1,36.6,0.1899,0.0741,0.0745,0.0973,0.0476,RPM_DEVIATION
2025-06-27T10:37:09.774160,SI-OFBA-6309-45-40-03,0,350.0,33.4,35.8,0.1491,0.0218,0.0887,0.0374,0.0152,RPM_DEVIATION
2025-06-27T10:37:09.874763,SI-OFBA-6309-45-40-03,0,350.0,34.8,36.5,0.1148,0.0295,0.0895,0.0152,0.082,RPM_DEVIATION
2025-06-27T10:37:09.975395,SI-OFBA-6309-45-40-03,0,350.0,34.4,32.9,0.1917,0.0973,0.0298,0.0442,0.0738,RPM_DEVIATION
2025-06-27T10:37:10.075775,SI-OFBA-6309-45-40-03,0,350.0,35.0,38.0,0.257,0.014,0.0539,0.0242,0.0581,RPM_DEVIATION
2025-06-27T10:37:10.176095,SI-OFBA-6309-45-40-03,0,350.0,33.3,33.5,0.4881,0.0201,0.0807,0.0224,0.0186,RPM_DEVIATION
2025-06-27T10:37:10.276828,SI-OFBA-6309-45-40-03,0,350.0,32.8,35.6,0.3188,0.0977,0.0797,0.068,0.0499,RPM_DEVIATION
2025-06-27T10:37:10.377470,SI-OFBA-6309-45-40-03,0,350.0,37.1,35.1,0.1069,0.0655,0.0405,0.0658,0.0367,RPM_DEVIATION
2025-06-27T10:37:10.478143,SI-OFBA-6309-45-40-03,0,350.0,31.7,34.0,0.2112,0.0234,0.0593,0.0756,0.0599,RPM_DEVIATION
2025-06-27T10:37:10.578473,SI-OFBA-6309-45-40-03,0,350.0,30.5,35.5,0.146,0.049,0.0333,0.0145,0.085,RPM_DEVIATION
2025-06-27T10:37:10.680341,SI-OFBA-6309-45-40-03,0,350.0,38.3,33.1,0.4194,0.0827,0.066,0.0233,0.0893,RPM_DEVIATION
2025-06-27T10:37:10.780943,SI-OFBA-6309-45-40-03,0,350.0,33.8,31.7,0.2304,0.0934,0.0977,0.0994,0.0717,RPM_DEVIATION
2025-06-27T10:37:10.881266,SI-OFBA-6309-45-40-03,0,350.0,36.2,40.1,0.1411,0.0436,0.0754,0.044,0.0357,RPM_DEVIATION
2025-06-27T10:37:10.981892,SI-OFBA-6309-45-40-03,0,350.0,31.7,36.0,0.2209,0.0572,0.0951,0.0856,0.0997,RPM_DEVIATION
2025-06-27T10:37:11.082581,SI-OFBA-6309-45-40-03,0,350.0,35.3,34.0,0.2004,0.0915,0.0447,0.0945,0.0391,RPM_DEVIATION
2025-06-27T10:37:11.182895,SI-OFBA-6309-45-40-03,0,350.0,37.9,38.1,0.1107,0.0997,0.0422,0.0328,0.0827,RPM_DEVIATION
2025-06-27T10:37:11.283595,SI-OFBA-6309-45-40-03,0,350.0,36.9,33.9,0.3382,0.0428,0.0927,0.0974,0.0175,RPM_DEVIATION
2025-06-27T10:37:11.384257,SI-OFBA-6309-45-40-03,0,350.0,37.0,36.7,0.4369,0.0112,0.0792,0.0515,0.0634,RPM_DEVIATION
2025-06-27T10:37:11.484848,SI-OFBA-6309-45-40-03,0,350.0,33.8,38.3,0.3689,0.0428,0.0357,0.0362,0.0362,RPM_DEVIATION
2025-06-27T10:37:11.585268,SI-OFBA-6309-45-40-03,0,350.0,34.6,36.9,0.1596,0.0254,0.0469,0.0977,0.0746,RPM_DEVIATION
2025-06-27T10:37:11.685616,SI-OFBA-6309-45-40-03,0,350.0,36.7,34.8,0.1972,0.0627,0.0671,0.0476,0.0288,RPM_DEVIATION
2025-06-27T10:37:11.786137,SI-OFBA-6309-45-40-03,0,350.0,37.6,36.0,0.3603,0.0587,0.0879,0.0695,0.0542,RPM_DEVIATION
2025-06-27T10:37:11.886616,SI-OFBA-6309-45-40-03,0,350.0,34.9,36.2,0.1517,0.095,0.0819,0.0202,0.0782,RPM_DEVIATION
2025-06-27T10:37:11.987293,SI-OFBA-6309-45-40-03,0,350.0,36.0,33.9,0.4453,0.019,0.085,0.0631,0.0901,RPM_DEVIATION
2025-06-27T10:37:12.088523,SI-OFBA-6309-45-40-03,0,350.0,34.3,36.3,0.1452,0.0292,0.0204,0.0547,0.0826,RPM_DEVIATION
2025-06-27T10:37:12.189117,SI-OFBA-6309-45-40-03,0,350.0,32.5,35.9,0.1466,0.0326,0.0312,0.083,0.0967,RPM_DEVIATION
2025-06-27T10:37:12.310209,SI-OFBA-6309-45-40-03,0,350.0,35.6,34.7,0.4175,0.0771,0.0829,0.0257,0.0712,RPM_DEVIATION
2025-06-27T10:37:12.410797,SI-OFBA-6309-45-40-03,0,350.0,36.4,36.2,0.4949,0.0956,0.0755,0.0969,0.0958,RPM_DEVIATION
2025-06-27T10:37:12.511285,SI-OFBA-6309-45-40-03,0,350.0,37.5,37.0,0.3698,0.0797,0.0993,0.0991,0.011,RPM_DEVIATION
2025-06-27T10:37:12.611926,SI-OFBA-6309-45-40-03,0,350.0,36.9,37.2,0.1409,0.0397,0.0392,0.0286,0.0311,RPM_DEVIATION
2025-06-27T10:37:12.722377,SI-OFBA-6309-45-40-03,0,350.0,34.7,33.5,0.1592,0.0824,0.0572,0.0141,0.0716,RPM_DEVIATION
2025-06-27T10:37:12.994744,SI-OFBA-6309-45-40-03,0,350.0,36.1,32.1,0.2718,0.0927,0.0984,0.0989,0.0845,RPM_DEVIATION
2025-06-27T10:37:13.098102,SI-OFBA-6309-45-40-03,0,350.0,35.2,35.3,0.3463,0.0118,0.0201,0.0471,0.0325,RPM_DEVIATION
2025-06-27T10:37:13.199718,SI-OFBA-6309-45-40-03,0,350.0,34.7,33.6,0.2785,0.034,0.0534,0.0444,0.0147,RPM_DEVIATION
2025-06-27T10:37:13.300252,SI-OFBA-6309-45-40-03,0,350.0,31.7,32.1,0.2425,0.0902,0.0442,0.0157,0.0879,RPM_DEVIATION
2025-06-27T10:37:13.400670,SI-OFBA-6309-45-40-03,0,350.0,32.6,38.2,0.2438,0.0897,0.0337,0.0766,0.0628,RPM_DEVIATION
2025-06-27T10:37:13.501362,SI-OFBA-6309-45-40-03,0,350.0,35.1,38.6,0.2381,0.0962,0.0348,0.0212,0.0123,RPM_DEVIATION
2025-06-27T10:37:13.601764,SI-OFBA-6309-45-40-03,0,350.0,31.9,33.5,0.4436,0.0555,0.0615,0.0434,0.0506,RPM_DEVIATION
2025-06-27T10:37:13.702222,SI-OFBA-6309-45-40-03,0,350.0,34.1,34.5,0.1917,0.0924,0.0442,0.0729,0.0549,RPM_DEVIATION
2025-06-27T10:37:13.802991,SI-OFBA-6309-45-40-03,0,350.0,36.1,34.1,0.2284,0.0297,0.0531,0.022,0.0625,RPM_DEVIATION
2025-06-27T10:37:13.903638,SI-OFBA-6309-45-40-03,0,350.0,37.7,35.9,0.452,0.0581,0.0414,0.0524,0.0175,RPM_DEVIATION
2025-06-27T10:37:14.004166,SI-OFBA-6309-45-40-03,0,350.0,35.2,35.6,0.1983,0.0373,0.0811,0.0822,0.0356,RPM_DEVIATION
2025-06-27T10:37:14.104837,SI-OFBA-6309-45-40-03,0,350.0,32.9,33.5,0.1875,0.0296,0.0497,0.0866,0.0644,RPM_DEVIATION
2025-06-27T10:37:14.205420,SI-OFBA-6309-45-40-03,0,350.0,33.8,35.6,0.4708,0.0688,0.0891,0.0276,0.0907,RPM_DEVIATION
2025-06-27T10:37:14.305736,SI-OFBA-6309-45-40-03,0,350.0,34.3,32.4,0.2716,0.0196,0.0346,0.0363,0.0754,RPM_DEVIATION
2025-06-27T10:37:14.406427,SI-OFBA-6309-45-40-03,0,350.0,34.1,35.0,0.4017,0.0168,0.0677,0.0441,0.0683,RPM_DEVIATION
2025-06-27T10:37:14.507250,SI-OFBA-6309-45-40-03,0,350.0,33.4,37.3,0.2782,0.0285,0.0891,0.0646,0.0283,RPM_DEVIATION
2025-06-27T10:37:14.607495,SI-OFBA-6309-45-40-03,0,350.0,31.5,30.2,0.3712,0.0326,0.0618,0.0337,0.081,RPM_DEVIATION
2025-06-27T10:37:14.708043,SI-OFBA-6309-45-40-03,0,350.0,36.0,35.0,0.1147,0.0837,0.0198,0.0402,0.074,RPM_DEVIATION
2025-06-27T10:37:14.808471,SI-OFBA-6309-45-40-03,0,350.0,35.4,38.8,0.1024,0.0584,0.0138,0.0701,0.0762,RPM_DEVIATION
2025-06-27T10:37:14.908683,SI-OFBA-6309-45-40-03,0,350.0,35.8,32.6,0.1685,0.0936,0.0455,0.0832,0.0502,RPM_DEVIATION
2025-06-27T10:37:15.009380,SI-OFBA-6309-45-40-03,0,350.0,31.6,34.6,0.3686,0.0522,0.0284,0.0296,0.0696,RPM_DEVIATION
2025-06-27T10:37:15.110190,SI-OFBA-6309-45-40-03,0,350.0,34.3,34.0,0.1571,0.0171,0.0701,0.0698,0.0435,RPM_DEVIATION
2025-06-27T10:37:15.210791,SI-OFBA-6309-45-40-03,0,350.0,34.6,37.1,0.2699,0.07,0.0786,0.0579,0.086,RPM_DEVIATION
2025-06-27T10:37:15.311087,SI-OFBA-6309-45-40-03,0,350.0,35.1,34.3,0.3134,0.055,0.0983,0.0366,0.0833,RPM_DEVIATION
2025-06-27T10:37:15.411534,SI-OFBA-6309-45-40-03,0,350.0,36.7,35.6,0.1445,0.0545,0.0481,0.0905,0.0626,RPM_DEVIATION
2025-06-27T10:37:15.511935,SI-OFBA-6309-45-40-03,0,350.0,35.2,33.4,0.3502,0.0112,0.016,0.0158,0.0169,RPM_DEVIATION
2025-06-27T10:37:15.612934,SI-OFBA-6309-45-40-03,0,350.0,35.9,34.6,0.1357,0.0919,0.0429,0.0757,0.0342,RPM_DEVIATION
2025-06-27T10:37:15.713593,SI-OFBA-6309-45-40-03,0,350.0,33.9,33.7,0.4763,0.075,0.0611,0.0111,0.0248,RPM_DEVIATION
2025-06-27T10:37:15.814285,SI-OFBA-6309-45-40-03,0,350.0,38.1,34.2,0.3713,0.0971,0.057,0.0438,0.0606,RPM_DEVIATION
2025-06-27T10:37:15.914802,SI-OFBA-6309-45-40-03,0,350.0,34.2,36.1,0.4088,0.0497,0.0315,0.0604,0.0386,RPM_DEVIATION
2025-06-27T10:37:16.015464,SI-OFBA-6309-45-40-03,0,350.0,33.2,34.5,0.2294,0.0813,0.0937,0.0369,0.0455,RPM_DEVIATION
2025-06-27T10:37:16.116041,SI-OFBA-6309-45-40-03,0,350.0,36.6,38.5,0.1526,0.0731,0.0413,0.0395,0.0458,RPM_DEVIATION
2025-06-27T10:37:16.216954,SI-OFBA-6309-45-40-03,0,350.0,33.7,36.3,0.4642,0.0672,0.0778,0.086,0.0433,RPM_DEVIATION
2025-06-27T10:37:16.318026,SI-OFBA-6309-45-40-03,0,350.0,36.1,33.2,0.452,0.0713,0.0351,0.0846,0.0893,RPM_DEVIATION
2025-06-27T10:37:16.418519,SI-OFBA-6309-45-40-03,0,350.0,37.3,37.6,0.4191,0.0562,0.066,0.0148,0.0684,RPM_DEVIATION
2025-06-27T10:37:16.519632,SI-OFBA-6309-45-40-03,0,350.0,38.2,32.3,0.4944,0.0703,0.0387,0.078,0.021,RPM_DEVIATION
2025-06-27T10:37:16.620471,SI-OFBA-6309-45-40-03,0,350.0,38.8,34.5,0.2499,0.0724,0.0473,0.0584,0.0381,RPM_DEVIATION
2025-06-27T10:37:16.721345,SI-OFBA-6309-45-40-03,0,350.0,38.5,33.3,0.2542,0.0547,0.0788,0.0447,0.063,RPM_DEVIATION
2025-06-27T10:37:16.821823,SI-OFBA-6309-45-40-03,0,350.0,35.3,36.1,0.3463,0.022,0.0629,0.0687,0.025,RPM_DEVIATION
2025-06-27T10:37:16.922610,SI-OFBA-6309-45-40-03,0,350.0,32.0,34.8,0.207,0.0546,0.0975,0.0166,0.0482,RPM_DEVIATION
2025-06-27T10:37:17.052154,SI-OFBA-6309-45-40-03,0,350.0,36.5,33.1,0.2965,0.0947,0.0387,0.0312,0.0369,RPM_DEVIATION
2025-06-27T10:37:17.152768,SI-OFBA-6309-45-40-03,0,350.0,36.3,35.4,0.3208,0.0422,0.0699,0.068,0.0147,RPM_DEVIATION
2025-06-27T10:37:17.253610,SI-OFBA-6309-45-40-03,0,350.0,37.6,35.7,0.1372,0.0289,0.0593,0.0901,0.0665,RPM_DEVIATION
2025-06-27T10:37:17.354088,SI-OFBA-6309-45-40-03,0,350.0,33.9,34.1,0.4398,0.0521,0.0267,0.0573,0.0455,RPM_DEVIATION
2025-06-27T10:37:17.454982,SI-OFBA-6309-45-40-03,0,350.0,35.5,33.6,0.3149,0.0123,0.0689,0.0723,0.0466,RPM_DEVIATION
2025-06-27T10:37:17.555704,SI-OFBA-6309-45-40-03,0,350.0,36.2,36.6,0.1608,0.0782,0.0231,0.0537,0.0128,RPM_DEVIATION
2025-06-27T10:37:17.656421,SI-OFBA-6309-45-40-03,0,350.0,36.6,35.8,0.4431,0.0464,0.0742,0.0918,0.0327,RPM_DEVIATION
2025-06-27T10:37:17.757086,SI-OFBA-6309-45-40-03,0,350.0,34.2,35.9,0.2175,0.0996,0.0547,0.052,0.0634,RPM_DEVIATION
2025-06-27T10:37:17.857419,SI-OFBA-6309-45-40-03,0,350.0,34.5,33.9,0.2549,0.044,0.0247,0.0424,0.0738,RPM_DEVIATION
2025-06-27T10:37:17.958228,SI-OFBA-6309-45-40-03,0,350.0,36.2,35.0,0.3937,0.0742,0.0396,0.0583,0.0518,RPM_DEVIATION
2025-06-27T10:37:18.058836,SI-OFBA-6309-45-40-03,0,350.0,31.4,36.5,0.1749,0.067,0.0647,0.0726,0.0336,RPM_DEVIATION
2025-06-27T10:37:18.159490,SI-OFBA-6309-45-40-03,0,350.0,33.9,37.0,0.3052,0.0715,0.0878,0.0894,0.0262,RPM_DEVIATION
2025-06-27T10:37:18.260147,SI-OFBA-6309-45-40-03,0,350.0,34.0,36.9,0.2756,0.0976,0.0221,0.0772,0.0193,RPM_DEVIATION
2025-06-27T10:37:18.360825,SI-OFBA-6309-45-40-03,0,350.0,36.1,34.1,0.2149,0.0223,0.0152,0.0167,0.0323,RPM_DEVIATION
2025-06-27T10:37:18.461479,SI-OFBA-6309-45-40-03,0,350.0,36.1,35.5,0.3044,0.0471,0.0589,0.0873,0.0825,RPM_DEVIATION
2025-06-27T10:37:18.562739,SI-OFBA-6309-45-40-03,0,350.0,36.9,35.2,0.4972,0.0762,0.0273,0.0422,0.0495,RPM_DEVIATION
2025-06-27T10:37:18.663142,SI-OFBA-6309-45-40-03,0,350.0,33.1,35.7,0.308,0.0506,0.0179,0.0263,0.0351,RPM_DEVIATION
2025-06-27T10:37:18.763876,SI-OFBA-6309-45-40-03,0,350.0,33.6,31.9,0.1865,0.0948,0.0387,0.0459,0.0104,RPM_DEVIATION
2025-06-27T10:37:18.864561,SI-OFBA-6309-45-40-03,0,350.0,33.9,33.7,0.3367,0.076,0.0197,0.0361,0.0659,RPM_DEVIATION
2025-06-27T10:37:18.964926,SI-OFBA-6309-45-40-03,0,350.0,35.0,32.2,0.3325,0.0788,0.0549,0.0315,0.0533,RPM_DEVIATION
2025-06-27T10:37:19.065592,SI-OFBA-6309-45-40-03,0,350.0,32.8,37.3,0.1319,0.0918,0.0535,0.0344,0.0786,RPM_DEVIATION
2025-06-27T10:37:19.166884,SI-OFBA-6309-45-40-03,0,350.0,32.9,34.9,0.1454,0.0574,0.0598,0.0489,0.0821,RPM_DEVIATION
2025-06-27T10:37:19.267783,SI-OFBA-6309-45-40-03,0,350.0,36.6,33.2,0.247,0.0458,0.0504,0.0916,0.0639,RPM_DEVIATION
2025-06-27T10:37:19.368525,SI-OFBA-6309-45-40-03,0,350.0,33.3,36.4,0.1375,0.0794,0.0802,0.0984,0.0719,RPM_DEVIATION
2025-06-27T10:37:19.468781,SI-OFBA-6309-45-40-03,0,350.0,32.5,36.3,0.14,0.039,0.0552,0.0243,0.0744,RPM_DEVIATION
2025-06-27T10:37:19.569431,SI-OFBA-6309-45-40-03,0,350.0,34.3,31.7,0.1885,0.0948,0.0205,0.0138,0.0419,RPM_DEVIATION
2025-06-27T10:37:19.670632,SI-OFBA-6309-45-40-03,0,350.0,32.8,35.0,0.2712,0.0902,0.054,0.0868,0.0714,RPM_DEVIATION
2025-06-27T10:37:19.771225,SI-OFBA-6309-45-40-03,0,350.0,37.7,34.6,0.3716,0.0421,0.036,0.0863,0.0673,RPM_DEVIATION
2025-06-27T10:37:19.872077,SI-OFBA-6309-45-40-03,0,350.0,34.9,36.9,0.4492,0.0898,0.0534,0.0583,0.0846,RPM_DEVIATION
2025-06-27T10:37:19.972962,SI-OFBA-6309-45-40-03,0,350.0,32.3,39.2,0.4418,0.0921,0.0898,0.0193,0.0855,RPM_DEVIATION
2025-06-27T10:37:20.073886,SI-OFBA-6309-45-40-03,0,350.0,36.8,33.6,0.2062,0.0607,0.0927,0.0382,0.0112,RPM_DEVIATION
2025-06-27T10:37:20.174733,SI-OFBA-6309-45-40-03,0,350.0,31.9,34.2,0.4997,0.059,0.0774,0.0563,0.0774,RPM_DEVIATION
2025-06-27T10:37:20.275238,SI-OFBA-6309-45-40-03,0,350.0,36.5,34.9,0.1846,0.0269,0.0644,0.0193,0.0771,RPM_DEVIATION
2025-06-27T10:37:20.375752,SI-OFBA-6309-45-40-03,0,350.0,36.8,37.4,0.4491,0.0526,0.0287,0.0865,0.0392,RPM_DEVIATION
2025-06-27T10:37:20.476826,SI-OFBA-6309-45-40-03,0,350.0,36.2,38.4,0.1765,0.0885,0.0577,0.0442,0.0685,RPM_DEVIATION
2025-06-27T10:37:20.577490,SI-OFBA-6309-45-40-03,0,350.0,34.0,35.5,0.2655,0.0999,0.0706,0.0946,0.0142,RPM_DEVIATION
2025-06-27T10:37:20.678042,SI-OFBA-6309-45-40-03,0,350.0,33.7,32.8,0.4922,0.0347,0.0824,0.076,0.0939,RPM_DEVIATION
2025-06-27T10:37:20.778723,SI-OFBA-6309-45-40-03,0,350.0,34.5,35.8,0.4041,0.0534,0.0227,0.0163,0.0313,RPM_DEVIATION
2025-06-27T10:37:20.879285,SI-OFBA-6309-45-40-03,0,350.0,33.1,37.5,0.4694,0.0241,0.0709,0.0445,0.0725,RPM_DEVIATION
2025-06-27T10:37:20.979582,SI-OFBA-6309-45-40-03,0,350.0,38.6,35.8,0.2959,0.0425,0.0595,0.023,0.0526,RPM_DEVIATION
2025-06-27T10:37:21.080079,SI-OFBA-6309-45-40-03,0,350.0,34.7,34.0,0.2579,0.0561,0.053,0.0331,0.0702,RPM_DEVIATION
2025-06-27T10:37:21.180805,SI-OFBA-6309-45-40-03,0,350.0,39.1,38.9,0.3319,0.0193,0.0119,0.062,0.0918,RPM_DEVIATION
2025-06-27T10:37:21.281316,SI-OFBA-6309-45-40-03,0,350.0,34.5,34.3,0.328,0.0345,0.0853,0.0921,0.0821,RPM_DEVIATION
2025-06-27T10:37:21.382101,SI-OFBA-6309-45-40-03,0,350.0,36.5,35.5,0.3934,0.04,0.0958,0.0483,0.011,RPM_DEVIATION
2025-06-27T10:37:21.482482,SI-OFBA-6309-45-40-03,0,350.0,33.8,36.5,0.4488,0.0865,0.0985,0.0975,0.0511,RPM_DEVIATION
2025-06-27T10:37:21.582802,SI-OFBA-6309-45-40-03,0,350.0,35.8,36.3,0.2676,0.0964,0.0356,0.0866,0.0803,RPM_DEVIATION
2025-06-27T10:37:21.683310,SI-OFBA-6309-45-40-03,0,350.0,36.1,36.3,0.129,0.0866,0.0142,0.0536,0.0667,RPM_DEVIATION
2025-06-27T10:37:21.783667,SI-OFBA-6309-45-40-03,0,350.0,35.9,35.9,0.4292,0.0346,0.089,0.0162,0.0579,RPM_DEVIATION
2025-06-27T10:37:21.884004,SI-OFBA-6309-45-40-03,0,350.0,35.5,36.7,0.1595,0.0373,0.0952,0.036,0.0526,RPM_DEVIATION
2025-06-27T10:37:21.984367,SI-OFBA-6309-45-40-03,0,350.0,33.9,34.8,0.1154,0.0613,0.0582,0.0156,0.0816,RPM_DEVIATION
2025-06-27T10:37:22.084753,SI-OFBA-6309-45-40-03,0,350.0,34.6,34.1,0.2191,0.0887,0.011,0.0689,0.0288,RPM_DEVIATION
2025-06-27T10:37:22.185236,SI-OFBA-6309-45-40-03,0,350.0,35.1,36.4,0.1821,0.0532,0.0129,0.0313,0.0517,RPM_DEVIATION
2025-06-27T10:37:22.285865,SI-OFBA-6309-45-40-03,0,350.0,33.5,33.1,0.2506,0.0545,0.0476,0.0745,0.0172,RPM_DEVIATION
2025-06-27T10:37:22.386424,SI-OFBA-6309-45-40-03,0,350.0,35.1,35.5,0.3106,0.0562,0.0617,0.0482,0.041,RPM_DEVIATION
2025-06-27T10:37:22.486833,SI-OFBA-6309-45-40-03,0,350.0,35.9,31.9,0.1552,0.0334,0.0611,0.0466,0.0997,RPM_DEVIATION
2025-06-27T10:37:22.587197,SI-OFBA-6309-45-40-03,0,350.0,35.3,36.7,0.2623,0.0502,0.0393,0.0341,0.0135,RPM_DEVIATION
2025-06-27T10:37:22.687645,SI-OFBA-6309-45-40-03,0,350.0,36.7,36.4,0.2001,0.0701,0.0459,0.0511,0.0899,RPM_DEVIATION
