timestamp,sensor_id,simulated_material_temp_c,fire_alarm_state,fault_state,green_led_normal_status,red_led_trip_status
2025-06-23 15:31:49.135,PATOL5450,31.44,0,0,1,0
2025-06-23 15:31:50.136,PATOL5450,30.05,0,0,1,0
2025-06-23 15:31:51.137,PATOL5450,30.74,0,0,1,0
2025-06-23 15:31:52.138,PATOL5450,30.39,0,0,1,0
2025-06-23 15:31:53.138,PATOL5450,30.52,0,0,1,0
2025-06-23 15:31:54.139,PATOL5450,31.54,0,0,1,0
2025-06-23 15:31:55.140,PATOL5450,30.63,0,0,1,0
2025-06-23 15:31:56.141,PATOL5450,30.77,0,0,1,0
2025-06-23 15:31:57.141,PATOL5450,30.85,0,0,1,0
2025-06-23 15:31:58.142,PATOL5450,30.9,0,0,1,0
2025-06-23 15:31:59.143,PATOL5450,29.09,0,0,1,0
2025-06-23 15:32:00.144,PATOL5450,30.26,0,0,1,0
2025-06-23 15:32:01.145,PATOL5450,31.17,0,0,1,0
2025-06-23 15:32:02.146,PATOL5450,31.11,0,0,1,0
2025-06-23 15:32:03.146,PATOL5450,30.96,0,0,1,0
2025-06-23 15:32:04.147,PATOL5450,30.38,0,0,1,0
2025-06-23 15:32:05.148,PATOL5450,30.5,0,0,1,0
2025-06-23 15:32:06.149,PATOL5450,30.78,0,0,1,0
2025-06-23 15:32:07.150,PATOL5450,29.74,0,0,1,0
2025-06-23 15:32:08.150,PATOL5450,31.19,0,0,1,0
2025-06-23 15:32:09.151,PATOL5450,31.07,0,0,1,0
2025-06-23 15:32:10.152,PATOL5450,29.9,0,0,1,0
2025-06-23 15:32:11.152,PATOL5450,30.93,0,0,1,0
2025-06-23 15:32:12.153,PATOL5450,31.39,0,0,1,0
2025-06-23 15:32:13.154,PATOL5450,31.02,0,0,1,0
2025-06-23 15:32:14.154,PATOL5450,30.65,0,0,1,0
2025-06-23 15:32:15.155,PATOL5450,30.45,0,0,1,0
2025-06-23 15:32:16.156,PATOL5450,29.64,0,0,1,0
2025-06-23 15:32:17.157,PATOL5450,30.29,0,0,1,0
2025-06-23 15:32:18.157,PATOL5450,29.98,0,0,1,0
2025-06-23 15:32:19.158,PATOL5450,30.85,0,0,1,0
2025-06-23 15:32:20.159,PATOL5450,30.85,0,0,1,0
2025-06-23 15:32:21.159,PATOL5450,30.21,0,0,1,0
2025-06-23 15:32:22.160,PATOL5450,30.05,0,0,1,0
2025-06-23 15:32:23.161,PATOL5450,29.99,0,0,1,0
2025-06-23 15:32:24.162,PATOL5450,30.49,0,0,1,0
2025-06-23 15:32:25.162,PATOL5450,30.61,0,0,1,0
2025-06-23 15:32:26.163,PATOL5450,30.38,0,0,1,0
2025-06-23 15:32:27.164,PATOL5450,30.11,0,0,1,0
2025-06-23 15:32:28.164,PATOL5450,31.39,0,0,1,0
2025-06-23 15:32:29.165,PATOL5450,30.72,0,0,1,0
2025-06-23 15:32:30.166,PATOL5450,30.9,0,0,1,0
2025-06-23 15:32:31.166,PATOL5450,31.06,0,0,1,0
2025-06-23 15:32:32.167,PATOL5450,30.5,0,0,1,0
2025-06-23 15:32:33.167,PATOL5450,31.07,0,0,1,0
2025-06-23 15:32:34.168,PATOL5450,30.12,0,0,1,0
2025-06-23 15:32:35.169,PATOL5450,30.52,0,0,1,0
2025-06-23 15:32:36.170,PATOL5450,30.59,0,0,1,0
2025-06-23 15:32:37.170,PATOL5450,30.16,0,0,1,0
2025-06-23 15:32:38.171,PATOL5450,30.94,0,0,1,0
2025-06-23 15:32:39.172,PATOL5450,30.16,0,0,1,0
2025-06-23 15:32:40.172,PATOL5450,29.91,0,0,1,0
2025-06-23 15:32:41.173,PATOL5450,30.55,0,0,1,0
2025-06-23 15:32:42.174,PATOL5450,31.09,0,0,1,0
2025-06-23 15:32:43.174,PATOL5450,30.14,0,0,1,0
2025-06-23 15:32:44.175,PATOL5450,29.42,0,0,1,0
2025-06-23 15:32:45.176,PATOL5450,30.83,0,0,1,0
2025-06-23 15:32:46.177,PATOL5450,31.2,0,0,1,0
2025-06-23 15:32:47.177,PATOL5450,30.14,0,0,1,0
2025-06-23 15:32:48.178,PATOL5450,30.56,0,0,1,0
2025-06-23 15:32:49.178,PATOL5450,30.48,0,0,1,0
2025-06-23 15:32:50.179,PATOL5450,30.27,0,0,1,0
2025-06-23 15:32:51.180,PATOL5450,30.67,0,0,1,0
2025-06-23 15:32:52.180,PATOL5450,30.72,0,0,1,0
2025-06-23 15:32:53.181,PATOL5450,30.67,0,0,1,0
2025-06-23 15:32:54.182,PATOL5450,30.2,0,0,1,0
2025-06-23 15:32:55.182,PATOL5450,29.76,0,0,1,0
2025-06-23 15:32:56.183,PATOL5450,31.5,0,0,1,0
2025-06-23 15:32:57.184,PATOL5450,30.31,0,0,1,0
2025-06-23 15:32:58.184,PATOL5450,30.77,0,0,1,0
2025-06-23 15:32:59.185,PATOL5450,31.42,0,0,1,0
2025-06-23 15:33:00.185,PATOL5450,30.18,0,0,1,0
2025-06-23 15:33:01.186,PATOL5450,30.75,0,0,1,0
2025-06-23 15:33:02.187,PATOL5450,31.28,0,0,1,0
2025-06-23 15:33:03.188,PATOL5450,30.75,0,0,1,0
2025-06-23 15:33:04.189,PATOL5450,30.17,0,0,1,0
2025-06-23 15:33:05.189,PATOL5450,30.1,0,0,1,0
2025-06-23 15:33:06.190,PATOL5450,30.04,0,0,1,0
2025-06-23 15:33:07.191,PATOL5450,31.11,0,0,1,0
2025-06-23 15:33:08.191,PATOL5450,30.32,0,0,1,0
2025-06-23 15:33:09.192,PATOL5450,29.88,0,0,1,0
2025-06-23 15:33:10.193,PATOL5450,30.36,0,0,1,0
2025-06-23 15:33:11.194,PATOL5450,30.15,0,0,1,0
2025-06-23 15:33:12.194,PATOL5450,31.53,0,0,1,0
2025-06-23 15:33:13.195,PATOL5450,31.42,0,0,1,0
2025-06-23 15:33:14.196,PATOL5450,30.84,0,0,1,0
2025-06-23 15:33:15.196,PATOL5450,29.51,0,0,1,0
2025-06-23 15:33:16.197,PATOL5450,30.42,0,0,1,0
2025-06-23 15:33:17.197,PATOL5450,29.95,0,0,1,0
2025-06-23 15:33:18.198,PATOL5450,30.52,0,0,1,0
2025-06-23 15:33:19.199,PATOL5450,30.8,0,0,1,0
2025-06-23 15:33:20.199,PATOL5450,30.92,0,0,1,0
2025-06-23 15:33:21.200,PATOL5450,30.24,0,0,1,0
2025-06-23 15:33:22.201,PATOL5450,30.54,0,0,1,0
2025-06-23 15:33:23.201,PATOL5450,30.3,0,0,1,0
2025-06-23 15:33:24.202,PATOL5450,30.94,0,0,1,0
2025-06-23 15:33:25.203,PATOL5450,30.4,0,0,1,0
2025-06-23 15:33:26.204,PATOL5450,30.8,0,0,1,0
2025-06-23 15:33:27.204,PATOL5450,30.95,0,0,1,0
2025-06-23 15:33:28.205,PATOL5450,30.64,0,0,1,0
2025-06-23 15:33:29.206,PATOL5450,29.74,0,0,1,0
2025-06-23 15:33:30.207,PATOL5450,30.54,0,0,1,0
2025-06-23 15:33:31.207,PATOL5450,30.54,0,0,1,0
2025-06-23 15:33:32.207,PATOL5450,30.8,0,0,1,0
2025-06-23 15:33:33.208,PATOL5450,30.75,0,0,1,0
2025-06-23 15:33:34.209,PATOL5450,30.68,0,0,1,0
2025-06-23 15:33:35.209,PATOL5450,30.1,0,0,1,0
2025-06-23 15:33:36.210,PATOL5450,31.06,0,0,1,0
2025-06-23 15:33:37.211,PATOL5450,30.23,0,0,1,0
2025-06-23 15:33:38.212,PATOL5450,30.12,0,0,1,0
2025-06-23 15:33:39.212,PATOL5450,30.16,0,0,1,0
2025-06-23 15:33:40.213,PATOL5450,30.59,0,0,1,0
2025-06-23 15:33:41.214,PATOL5450,31.06,0,0,1,0
2025-06-23 15:33:42.215,PATOL5450,31.33,0,0,1,0
2025-06-23 15:33:43.216,PATOL5450,29.48,0,0,1,0
2025-06-23 15:33:44.216,PATOL5450,29.86,0,0,1,0
2025-06-23 15:33:45.217,PATOL5450,30.6,0,0,1,0
2025-06-23 15:33:46.217,PATOL5450,30.21,0,0,1,0
2025-06-23 15:33:47.218,PATOL5450,31.02,0,0,1,0
2025-06-23 15:33:48.219,PATOL5450,30.97,0,0,1,0
2025-06-23 15:33:49.219,PATOL5450,31.08,0,0,1,0
2025-06-23 15:33:50.220,PATOL5450,30.72,0,0,1,0
2025-06-23 15:33:51.221,PATOL5450,30.95,0,0,1,0
2025-06-23 15:33:52.221,PATOL5450,30.99,0,0,1,0
2025-06-23 15:33:53.222,PATOL5450,106.16,1,0,0,1
2025-06-23 15:33:54.223,PATOL5450,105.88,1,0,0,1
2025-06-23 15:33:55.224,PATOL5450,106.3,1,0,0,1
2025-06-23 15:33:56.225,PATOL5450,106.06,1,0,0,1
2025-06-23 15:33:57.226,PATOL5450,105.27,1,0,0,1
2025-06-23 15:33:58.226,PATOL5450,106.14,1,0,0,1
2025-06-23 15:33:59.227,PATOL5450,105.3,1,0,0,1
2025-06-23 15:34:00.227,PATOL5450,104.99,1,0,0,1
2025-06-23 15:34:01.228,PATOL5450,106.59,1,0,0,1
2025-06-23 15:34:02.229,PATOL5450,106.89,1,0,0,1
2025-06-23 15:34:03.230,PATOL5450,106.0,1,0,0,1
2025-06-23 15:34:04.231,PATOL5450,106.11,1,0,0,1
2025-06-23 15:34:05.231,PATOL5450,105.69,1,0,0,1
2025-06-23 15:34:06.232,PATOL5450,106.32,1,0,0,1
2025-06-23 15:34:07.233,PATOL5450,105.95,1,0,0,1
2025-06-23 15:34:08.233,PATOL5450,106.61,1,0,0,1
2025-06-23 15:34:09.234,PATOL5450,106.09,1,0,0,1
2025-06-23 15:34:10.235,PATOL5450,106.27,1,0,0,1
2025-06-23 15:34:11.236,PATOL5450,104.82,1,0,0,1
2025-06-23 15:34:12.237,PATOL5450,105.29,1,0,0,1
2025-06-23 15:34:13.238,PATOL5450,106.35,1,0,0,1
2025-06-23 15:34:14.238,PATOL5450,105.73,1,0,0,1
2025-06-23 15:34:15.239,PATOL5450,105.75,1,0,0,1
2025-06-23 15:34:16.240,PATOL5450,105.9,1,0,0,1
2025-06-23 15:34:17.240,PATOL5450,106.02,1,0,0,1
2025-06-23 15:34:18.241,PATOL5450,104.33,1,0,0,1
2025-06-23 15:34:19.242,PATOL5450,106.27,1,0,0,1
2025-06-23 15:34:20.243,PATOL5450,106.2,1,0,0,1
2025-06-23 15:34:21.244,PATOL5450,105.82,1,0,0,1
2025-06-23 15:34:22.244,PATOL5450,105.57,1,0,0,1
2025-06-23 15:34:23.245,PATOL5450,106.49,1,0,0,1
2025-06-23 15:34:24.246,PATOL5450,106.22,1,0,0,1
2025-06-23 15:34:25.247,PATOL5450,105.73,1,0,0,1
2025-06-23 15:34:26.248,PATOL5450,104.91,1,0,0,1
2025-06-23 15:34:27.248,PATOL5450,106.42,1,0,0,1
2025-06-23 15:34:28.249,PATOL5450,104.73,1,0,0,1
2025-06-23 15:34:29.250,PATOL5450,105.74,1,0,0,1
2025-06-23 15:34:30.251,PATOL5450,105.74,1,0,0,1
2025-06-23 15:34:31.252,PATOL5450,105.23,1,0,0,1
2025-06-23 15:34:32.252,PATOL5450,105.41,1,0,0,1
2025-06-23 15:34:33.253,PATOL5450,105.79,1,0,0,1
2025-06-23 15:34:34.253,PATOL5450,105.18,1,0,0,1
2025-06-23 15:34:35.254,PATOL5450,105.29,1,0,0,1
2025-06-23 15:34:36.255,PATOL5450,106.61,1,0,0,1
2025-06-23 15:34:37.255,PATOL5450,104.96,1,0,0,1
2025-06-23 15:34:38.256,PATOL5450,105.44,1,0,0,1
2025-06-23 15:34:39.257,PATOL5450,105.76,1,0,0,1
2025-06-23 15:34:40.258,PATOL5450,105.95,1,0,0,1
2025-06-23 15:34:41.259,PATOL5450,105.6,1,0,0,1
2025-06-23 15:34:42.260,PATOL5450,104.44,1,0,0,1
2025-06-23 15:34:43.260,PATOL5450,105.8,1,0,0,1
2025-06-23 15:34:44.261,PATOL5450,104.93,1,0,0,1
2025-06-23 15:34:45.262,PATOL5450,104.99,1,0,0,1
2025-06-23 15:34:46.262,PATOL5450,105.77,1,0,0,1
2025-06-23 15:34:47.263,PATOL5450,105.56,1,0,0,1
2025-06-23 15:34:48.264,PATOL5450,105.12,1,0,0,1
2025-06-23 15:34:49.265,PATOL5450,105.94,1,0,0,1
2025-06-23 15:34:50.267,PATOL5450,106.43,1,0,0,1
2025-06-23 15:34:51.267,PATOL5450,105.66,1,0,0,1
2025-06-23 15:34:52.268,PATOL5450,106.16,1,0,0,1
2025-06-23 15:34:53.269,PATOL5450,105.57,1,0,0,1
2025-06-23 15:34:54.270,PATOL5450,105.81,1,0,0,1
2025-06-23 15:34:55.270,PATOL5450,104.56,1,0,0,1
2025-06-23 15:34:56.271,PATOL5450,105.95,1,0,0,1
2025-06-23 15:34:57.271,PATOL5450,106.0,1,0,0,1
2025-06-23 15:34:58.272,PATOL5450,105.43,1,0,0,1
2025-06-23 15:34:59.273,PATOL5450,106.22,1,0,0,1
2025-06-23 15:35:00.277,PATOL5450,105.09,1,0,0,1
2025-06-23 15:35:01.278,PATOL5450,106.2,1,0,0,1
2025-06-23 15:35:02.278,PATOL5450,105.09,1,0,0,1
2025-06-23 15:35:03.279,PATOL5450,106.52,1,0,0,1
2025-06-23 15:35:04.280,PATOL5450,105.7,1,0,0,1
2025-06-23 15:35:05.281,PATOL5450,105.59,1,0,0,1
2025-06-23 15:35:06.282,PATOL5450,106.17,1,0,0,1
2025-06-23 15:35:07.283,PATOL5450,104.8,1,0,0,1
2025-06-23 15:35:08.283,PATOL5450,106.78,1,0,0,1
2025-06-23 15:35:09.284,PATOL5450,106.09,1,0,0,1
2025-06-23 15:35:10.285,PATOL5450,105.87,1,0,0,1
2025-06-23 15:35:11.285,PATOL5450,105.79,1,0,0,1
2025-06-23 15:35:12.286,PATOL5450,106.71,1,0,0,1
2025-06-23 15:35:13.287,PATOL5450,105.79,1,0,0,1
2025-06-23 15:35:14.288,PATOL5450,106.16,1,0,0,1
2025-06-23 15:35:15.289,PATOL5450,105.59,1,0,0,1
2025-06-23 15:35:16.289,PATOL5450,106.01,1,0,0,1
2025-06-23 15:35:17.290,PATOL5450,103.93,1,0,0,1
2025-06-23 15:35:18.291,PATOL5450,105.32,1,0,0,1
2025-06-23 15:35:19.292,PATOL5450,105.53,1,0,0,1
2025-06-23 15:35:20.293,PATOL5450,105.82,1,0,0,1
2025-06-23 15:35:21.294,PATOL5450,106.43,1,0,0,1
2025-06-23 15:35:22.294,PATOL5450,105.09,1,0,0,1
2025-06-23 15:35:23.295,PATOL5450,105.81,1,0,0,1
2025-06-23 15:35:24.296,PATOL5450,106.07,1,0,0,1
2025-06-23 15:35:25.297,PATOL5450,105.42,1,0,0,1
2025-06-23 15:35:26.298,PATOL5450,105.14,1,0,0,1
2025-06-23 15:35:27.298,PATOL5450,106.39,1,0,0,1
2025-06-23 15:35:28.299,PATOL5450,106.33,1,0,0,1
2025-06-23 15:35:29.300,PATOL5450,105.97,1,0,0,1
2025-06-23 15:35:30.301,PATOL5450,105.65,1,0,0,1
2025-06-23 15:35:31.301,PATOL5450,105.45,1,0,0,1
2025-06-23 15:35:32.302,PATOL5450,106.0,1,0,0,1
2025-06-23 15:35:33.303,PATOL5450,105.79,1,0,0,1
2025-06-23 15:35:34.304,PATOL5450,105.26,1,0,0,1
2025-06-23 15:35:35.305,PATOL5450,105.89,1,0,0,1
2025-06-23 15:35:36.306,PATOL5450,105.11,1,0,0,1
2025-06-23 15:35:37.306,PATOL5450,105.34,1,0,0,1
2025-06-23 15:35:38.307,PATOL5450,106.35,1,0,0,1
2025-06-23 15:35:39.308,PATOL5450,105.59,1,0,0,1
2025-06-23 15:35:40.309,PATOL5450,106.88,1,0,0,1
2025-06-23 15:35:41.310,PATOL5450,105.12,1,0,0,1
2025-06-23 15:35:42.310,PATOL5450,105.73,1,0,0,1
2025-06-23 15:35:43.311,PATOL5450,106.37,1,0,0,1
2025-06-23 15:35:44.312,PATOL5450,105.81,1,0,0,1
2025-06-23 15:35:45.312,PATOL5450,105.76,1,0,0,1
2025-06-23 15:35:46.313,PATOL5450,105.66,1,0,0,1
2025-06-23 15:35:47.314,PATOL5450,105.1,1,0,0,1
2025-06-23 15:35:48.315,PATOL5450,106.18,1,0,0,1
2025-06-23 15:35:49.322,PATOL5450,106.42,1,0,0,1
2025-06-23 15:35:50.323,PATOL5450,105.26,1,0,0,1
2025-06-23 15:35:51.324,PATOL5450,105.69,1,0,0,1
2025-06-23 15:35:52.325,PATOL5450,106.29,1,0,0,1
2025-06-23 15:35:53.326,PATOL5450,105.19,1,0,0,1
2025-06-23 15:35:54.327,PATOL5450,106.67,1,0,0,1
2025-06-23 15:35:55.328,PATOL5450,105.27,1,0,0,1
2025-06-23 15:35:56.329,PATOL5450,105.84,1,0,0,1
2025-06-23 15:35:57.329,PATOL5450,105.96,1,0,0,1
2025-06-23 15:35:58.330,PATOL5450,105.38,1,0,0,1
2025-06-23 15:35:59.331,PATOL5450,106.1,1,0,0,1
2025-06-23 15:36:00.331,PATOL5450,106.1,1,0,0,1
2025-06-23 15:36:01.332,PATOL5450,105.95,1,0,0,1
2025-06-23 15:36:02.333,PATOL5450,105.67,1,0,0,1
2025-06-23 15:36:03.334,PATOL5450,106.73,1,0,0,1
2025-06-23 15:36:04.335,PATOL5450,105.3,1,0,0,1
2025-06-23 15:36:05.336,PATOL5450,104.57,1,0,0,1
2025-06-23 15:36:06.337,PATOL5450,105.99,1,0,0,1
2025-06-23 15:36:07.338,PATOL5450,105.31,1,0,0,1
2025-06-23 15:36:08.339,PATOL5450,105.05,1,0,0,1
2025-06-23 15:36:09.340,PATOL5450,106.12,1,0,0,1
2025-06-23 15:36:10.340,PATOL5450,105.18,1,0,0,1
2025-06-23 15:36:11.341,PATOL5450,106.43,1,0,0,1
2025-06-23 15:36:12.341,PATOL5450,106.18,1,0,0,1
2025-06-23 15:36:13.342,PATOL5450,105.18,1,0,0,1
2025-06-23 15:36:14.343,PATOL5450,105.72,1,0,0,1
2025-06-23 15:36:15.344,PATOL5450,105.7,1,0,0,1
2025-06-23 15:36:16.345,PATOL5450,106.66,1,0,0,1
2025-06-23 15:36:17.345,PATOL5450,105.16,1,0,0,1
2025-06-23 15:36:18.346,PATOL5450,106.16,1,0,0,1
2025-06-23 15:36:19.347,PATOL5450,106.22,1,0,0,1
2025-06-23 15:36:20.348,PATOL5450,105.47,1,0,0,1
2025-06-23 15:36:21.349,PATOL5450,106.02,1,0,0,1
2025-06-23 15:36:22.349,PATOL5450,106.17,1,0,0,1
2025-06-23 15:36:23.350,PATOL5450,105.87,1,0,0,1
2025-06-23 15:36:24.351,PATOL5450,105.22,1,0,0,1
2025-06-23 15:36:25.352,PATOL5450,105.32,1,0,0,1
2025-06-23 15:36:26.352,PATOL5450,105.69,1,0,0,1
2025-06-23 15:36:27.353,PATOL5450,105.53,1,0,0,1
2025-06-23 15:36:28.354,PATOL5450,106.01,1,0,0,1
2025-06-23 15:36:29.355,PATOL5450,105.59,1,0,0,1
2025-06-23 15:36:30.356,PATOL5450,106.07,1,0,0,1
2025-06-23 15:36:31.357,PATOL5450,105.5,1,0,0,1
2025-06-23 15:36:32.357,PATOL5450,105.78,1,0,0,1
2025-06-23 15:36:33.358,PATOL5450,105.57,1,0,0,1
2025-06-23 15:36:34.359,PATOL5450,105.32,1,0,0,1
2025-06-23 15:36:35.359,PATOL5450,104.86,1,0,0,1
2025-06-23 15:36:36.360,PATOL5450,105.55,1,0,0,1
2025-06-23 15:36:37.361,PATOL5450,106.35,1,0,0,1
2025-06-23 15:36:38.361,PATOL5450,105.43,1,0,0,1
2025-06-23 15:36:39.363,PATOL5450,106.12,1,0,0,1
2025-06-23 15:36:40.363,PATOL5450,105.86,1,0,0,1
2025-06-23 15:36:41.364,PATOL5450,106.06,1,0,0,1
2025-06-23 15:36:42.365,PATOL5450,105.87,1,0,0,1
2025-06-23 15:36:43.366,PATOL5450,105.56,1,0,0,1
2025-06-23 15:36:44.366,PATOL5450,105.19,1,0,0,1
2025-06-23 15:36:45.367,PATOL5450,105.39,1,0,0,1
2025-06-23 15:36:46.368,PATOL5450,105.38,1,0,0,1
2025-06-23 15:36:47.369,PATOL5450,105.8,1,0,0,1
2025-06-23 15:36:48.369,PATOL5450,104.68,1,0,0,1
2025-06-23 15:36:49.370,PATOL5450,106.31,1,0,0,1
2025-06-23 15:36:50.371,PATOL5450,106.46,1,0,0,1
2025-06-23 15:36:51.372,PATOL5450,105.26,1,0,0,1
2025-06-23 15:36:52.373,PATOL5450,104.96,1,0,0,1
2025-06-23 15:36:53.374,PATOL5450,106.06,1,0,0,1
2025-06-23 15:36:54.374,PATOL5450,105.49,1,0,0,1
2025-06-23 15:36:55.375,PATOL5450,105.15,1,0,0,1
2025-06-23 15:36:56.376,PATOL5450,105.77,1,0,0,1
2025-06-23 15:36:57.376,PATOL5450,105.27,1,0,0,1
2025-06-23 15:36:58.377,PATOL5450,105.24,1,0,0,1
2025-06-23 15:36:59.378,PATOL5450,106.08,1,0,0,1
2025-06-23 15:37:00.378,PATOL5450,105.74,1,0,0,1
2025-06-23 15:37:01.379,PATOL5450,106.23,1,0,0,1
2025-06-23 15:37:02.380,PATOL5450,105.36,1,0,0,1
2025-06-23 15:37:03.381,PATOL5450,105.89,1,0,0,1
